,Text,Label
186,I maintain that to believe in Islam is to be a traitor to the United States. I think we need to wake up and get rid of the traitorous people.,Propaganda
187,The white race is the most endangered species on the face of the earth.,Propaganda
188,"Eventually there will be a race war and we have to be strong enough in numbers to win it. I'll die to keep this country pure and if it means bloodshed at the end of the day, then let it be.",Propaganda
189,"To achieve all of this we, and our European comrades, must above all have faith. Our enemies are strong, and presently we are relatively weak in numbers, but unbeatable in spirit. We must realize that we, and our enemies, are engaged in a struggle for the survival of the European races. If we fail we will be destroyed along with European civilization; and we must accept in our hearts, that if victory is eventually ours we must deal with our enemies in the most ruthless fashion. If we do not destroy their cancer at the root we will have to face up to its reincarnation at a later stage. We must have faith in this, our battle to the death.",Propaganda
190,"By offering education and guidance, we intend to mobilize our youth for change and create an atmosphere capable of weeding out the superficial and outdated reactionary elements so that we may continue to move forward.",Propaganda
191,"When … you take a German Shepherd and mix him with a Golden Retriever you have a worthless animal that nobody wants and that isn’t worth anything if you’re trying to breed him or sell him. … These degenerates that allow their children to race mix and this sort of thing, they’re destroying the bloodlines of both races.",Propaganda
192,"You know what this bullshit translates to? White people got nice shit, white people worked for it, and Black people want it. . . . They have no interest in equality. They want to fucking rule us.",Propaganda
193,The true minority in this world ARE whites. White children are less than 3% of the worlds [sic] population. I think since white majority countries are on a pathway to extinction we should correctly refer to non whites by their true names. Worldwide majority.,Propaganda
194,"We brought roads and infrastructure to India and they are still using them as toilets. Our criminals built nice roads in Australia but aboriginals keep using them as a bed. The next time someone bitches about colonization, the correct response is ‘You’re welcome.",Propaganda
195,"Beating down a mud [a non-white person] when they try to poisen [sic] one of our own or when they try to seduce one of our girls may not be God inspired, but rather a righteous act of collective preservation.",Propaganda
196,Do not allow our lands to turn into Haiti ... time to shut the savage beasts down. Shut down Black Lives Matter.,Propaganda
197,"America was defined — almost explicitly, sometimes very explicitly — as a white nation, for white people, and what that means is that there is virtually no figure, no law, no policy, no event in the history of the old, white America that can survive the transition to the new and non-white version. Whether we will want to call the new updated version ‘America’ at all is another question entirely.",Propaganda
198,The Great Replacement,Propaganda
199,Day of the Rope,Propaganda
200,Engine of Cyclical History,Propaganda
201,Life Liberty and Pursuit of Victory,Propaganda
202,Money doesnot rule you,Propaganda
203,Not here not ever,Propaganda
204,We must secure the existence of our people and a future for White children.,Propaganda
205,"America is the murderer of the White Race. … I wouldn't contaminate my toilet with your red, white and blue rag",Propaganda
206,Who ate my biscuit?,Propaganda
207,Stop the Hordes,Propaganda
208,Keep Australia White,Propaganda
209,Hitler was right,Propaganda
210,Say no to cultural genocide,Propaganda
211,America First,Propaganda
212,Better Dead Than Red,Propaganda
213,"Two Parties. One Tyranny,",Propaganda
214,Not Stolen. Conquered.,Propaganda
215,"Stop Corona Virus, Deport All Illegal aliens, Close the Borders, Stop Immigration Now,",Propaganda
216,Globalism is the virus,Propaganda
217,(((Media))) is the virus.,Propaganda
218,Small HATS BIG problems,Propaganda
219,"America is under occupation,",Propaganda
220,Reject White Guilt,Propaganda
221,110 and Never Again Jews have been expelled from 109 countries make America 110,Propaganda
222,KIKES LIE WHITES DIE 14/88,Propaganda
223,Antifa is a Jewish Militia,Propaganda
224,Open Borders Spread Disease.,Propaganda
225,No White Guilt.,Propaganda
226,Cultural Marxism,Propaganda
227,"Coalition planes massacred these children in airstrikes
On #Hit ,#Anbar
http://t.co/yCsEgkwDY6#Iraq",Propaganda
228,"these PKK fellas are exceptional liars.after the
city was almost fully abandoned by civilians,
they now claim 55 thousand civilians there.",Propaganda
